axis-0,axis-1,axis-2
221.000,1184.501,1732.182
222.000,1184.268,1732.424
223.000,1183.423,1732.150
224.000,1182.810,1731.788
225.000,1182.746,1732.347
226.000,1182.818,1733.226
227.000,1182.171,1733.830
228.000,1181.505,1734.152
229.000,1180.816,1734.853
230.000,1180.357,1735.220
230.000,1180.066,1734.433
231.000,1179.701,1735.435
232.000,1178.895,1735.546
233.000,1177.805,1735.706
234.000,1176.423,1736.323
234.000,1177.051,1735.806
235.000,1175.436,1736.613
236.000,1174.223,1737.351
237.000,1172.579,1738.185
238.000,1171.844,1738.557
239.000,1171.209,1738.785
240.000,1170.275,1739.409
241.000,1169.102,1739.863
242.000,1171.328,1740.129
242.000,1169.480,1739.659
245.000,1208.603,2043.604
246.000,1207.160,2043.995
282.000,1513.631,1806.686
192.000,1214.757,2116.664
193.000,1214.366,2116.773
193.000,1214.617,2118.166
194.000,1214.070,2117.157
195.000,1213.804,2117.827
196.000,1213.360,2118.120
197.000,1212.920,2118.853
197.000,1213.407,2117.811
207.000,1299.641,2079.094
208.000,1299.003,2080.205
208.000,1299.181,2078.447
209.000,1298.757,2081.347
210.000,1298.897,2082.766
211.000,1298.586,2085.113
212.000,1297.338,2086.820
212.000,1212.986,2064.851
213.000,1296.160,2088.203
213.000,1213.042,2065.658
214.000,1213.146,2066.061
214.000,1291.523,2090.950
215.000,1213.163,2066.185
216.000,1213.190,2066.104
217.000,1212.802,2066.666
218.000,1211.801,2067.695
219.000,1210.598,2068.124
230.000,1330.634,2125.716
231.000,1331.822,2125.527
231.000,1330.909,2125.549
232.000,1332.181,2125.810
233.000,1332.799,2126.349
234.000,1333.191,2127.047
235.000,1332.677,2127.837
235.000,1331.185,2129.479
236.000,1329.491,2129.827
236.000,1331.245,2128.656
236.000,1326.907,2129.947
237.000,1328.273,2130.474
237.000,1330.120,2129.174
238.000,1327.525,2130.903
238.000,1329.309,2129.399
238.000,1183.147,2155.407
238.000,1184.007,2156.060
238.000,1185.367,2157.187
239.000,1185.068,2157.346
239.000,1327.510,2130.629
239.000,1184.370,2156.581
239.000,1329.149,2128.468
240.000,1186.055,2158.077
240.000,1328.511,2128.887
240.000,1326.359,2131.194
240.000,1322.768,2133.899
240.000,1330.883,2126.333
241.000,1186.909,2158.752
242.000,1186.969,2159.222
242.000,1212.968,2049.870
243.000,1212.590,2050.696
243.000,1187.173,2160.062
244.000,1211.918,2051.478
244.000,1186.526,2160.399
245.000,1211.778,2051.867
245.000,1186.112,2161.453
245.000,1208.198,2071.478
246.000,1184.608,2161.943
246.000,1211.343,2052.248
247.000,1182.662,2162.938
247.000,1210.252,2052.736
248.000,1181.155,2163.998
248.000,1209.110,2053.353
248.000,1181.885,2164.018
249.000,1207.976,2053.467
249.000,1179.416,2164.411
249.000,1180.225,2163.590
266.000,1303.078,2197.179
267.000,1302.818,2197.086
268.000,1302.300,2197.375
269.000,1301.212,2198.644
270.000,1299.975,2200.266
271.000,1297.958,2202.236
272.000,1295.328,2205.319
289.000,1255.578,2064.026
305.000,1476.723,2171.280
306.000,1476.262,2172.700
306.000,1402.285,2104.257
307.000,1476.405,2173.178
308.000,1476.520,2172.147
309.000,1476.077,2172.114
309.000,1400.009,2105.048
310.000,1475.927,2171.805
310.000,1399.815,2105.272
311.000,1400.129,2105.141
312.000,1399.916,2105.755
312.000,1401.231,2105.013
317.000,1538.605,1520.785
367.000,1665.192,1188.953
367.000,1879.792,1444.839
371.000,1662.197,1096.712
165.000,1553.877,2019.371
279.000,1722.790,2039.167
298.000,1705.043,2044.914
299.000,1705.450,2045.199
300.000,1705.819,2045.480
301.000,1705.565,2045.682
330.000,1704.438,2039.257
168.000,1947.629,2321.743
169.000,1948.654,2321.684
170.000,1948.502,2321.972
171.000,1948.869,2322.499
172.000,1949.546,2322.758
173.000,1950.303,2322.679
174.000,1951.105,2322.460
188.000,1727.940,2320.347
188.000,1728.784,2320.370
189.000,1730.024,2320.496
190.000,1730.208,2320.588
191.000,1729.653,2321.226
192.000,1728.659,2322.428
192.000,1727.742,2323.407
193.000,1726.960,2325.278
218.000,1883.814,2326.645
269.000,1602.884,2221.212
269.000,1602.537,2220.403
270.000,1601.175,2221.106
271.000,1599.939,2221.386
272.000,1599.417,2221.993
273.000,1599.080,2222.005
274.000,1598.879,2222.347
275.000,1598.076,2223.851
276.000,1596.624,2225.369
312.000,1643.642,2216.280
313.000,1643.716,2216.628
314.000,1643.793,2217.074
315.000,1644.170,2217.488
316.000,1644.041,2217.947
317.000,1642.782,2219.566
318.000,1641.282,2221.037
319.000,1639.803,2223.852
319.000,1646.166,2215.893
319.000,1646.467,2214.125
327.000,1863.894,2270.226
328.000,1863.827,2271.459
328.000,1864.301,2272.057
329.000,1863.084,2273.675
329.000,1862.681,2273.707
330.000,1862.219,2273.948
331.000,1861.127,2274.516
331.000,1861.708,2272.531
332.000,1861.243,2271.481
332.000,1860.229,2274.608
290.000,2551.397,918.489
291.000,2550.361,918.485
292.000,2549.490,918.977
294.000,2547.406,900.035
295.000,2547.175,899.752
294.000,2557.242,1195.422
295.000,2556.927,1195.526
210.000,2313.461,2351.779
211.000,2324.110,2329.201
212.000,2324.688,2330.683
213.000,2325.149,2332.147
213.000,2311.757,2358.072
214.000,2325.137,2333.526
214.000,2312.478,2358.467
215.000,2312.662,2359.274
215.000,2325.220,2335.075
215.000,2332.062,2356.264
216.000,2312.706,2359.805
216.000,2325.081,2335.310
216.000,2312.315,2360.852
217.000,2325.089,2335.330
217.000,2312.936,2360.494
217.000,2324.537,2337.433
217.000,2312.435,2361.919
225.000,2330.192,2362.314
226.000,2329.903,2362.679
245.000,2524.509,2363.059
245.000,2527.233,2340.063
245.000,2522.091,2341.624
246.000,2524.373,2363.330
246.000,2527.510,2339.623
247.000,2524.397,2363.896
247.000,2520.219,2313.106
248.000,2524.802,2364.294
248.000,2519.992,2313.468
249.000,2524.880,2364.723
249.000,2520.885,2314.419
250.000,2521.080,2315.256
250.000,2524.663,2365.532
251.000,2520.505,2315.956
251.000,2524.281,2365.181
251.000,2524.113,2366.794
252.000,2520.152,2316.236
252.000,2523.923,2364.046
252.000,2523.656,2365.786
253.000,2519.779,2316.743
253.000,2522.354,2362.349
254.000,2519.554,2317.474
255.000,2519.906,2318.657
256.000,2519.676,2319.366
256.000,2373.565,2359.245
256.000,2097.147,2227.705
256.000,2520.123,2317.853
256.000,2519.127,2321.573
257.000,2373.845,2359.515
257.000,2099.050,2228.052
257.000,2519.561,2319.386
258.000,2373.474,2359.524
258.000,2098.578,2227.659
259.000,2372.965,2359.373
259.000,2097.759,2227.058
260.000,2097.253,2227.010
260.000,2372.597,2359.665
261.000,2097.472,2227.238
261.000,2371.825,2359.968
262.000,2097.146,2228.286
262.000,2095.086,2227.023
262.000,2100.094,2229.230
263.000,2097.653,2228.846
263.000,2095.327,2227.508
263.000,2093.757,2226.662
268.000,2549.289,2315.855
269.000,2548.881,2315.113
271.000,2546.002,2315.936
272.000,2545.640,2315.278
272.000,2544.488,2316.431
273.000,2544.043,2316.094
273.000,2539.456,2316.127
274.000,2541.679,2316.278
274.000,2539.462,2316.189
275.000,2541.202,2316.282
276.000,2541.508,2317.037
277.000,2541.362,2317.401
278.000,2541.199,2317.960
279.000,2540.856,2318.289
280.000,2540.466,2319.036
281.000,2539.695,2317.192
281.000,2540.163,2319.493
303.000,2317.278,2270.572
304.000,2149.130,2242.133
305.000,2147.829,2241.877
306.000,2146.875,2243.475
306.000,2148.403,2242.760
307.000,2148.544,2243.451
307.000,2146.561,2245.099
307.000,2147.798,2247.514
308.000,2148.176,2244.138
308.000,2146.814,2245.150
308.000,2149.568,2243.555
308.000,2147.304,2246.712
309.000,2146.913,2246.131
309.000,2148.589,2242.181
309.000,2147.949,2242.481
309.000,2146.842,2245.861
310.000,2148.035,2243.602
310.000,2148.521,2241.636
310.000,2150.920,2240.034
310.000,2145.930,2245.517
332.000,2056.829,2285.001
339.000,2377.766,2300.860
340.000,2377.766,2302.200
341.000,2377.238,2304.431
342.000,2376.233,2305.912
343.000,2375.218,2307.386
344.000,2374.580,2307.684
345.000,2472.402,2258.217
345.000,2471.813,2259.136
346.000,2471.473,2258.687
346.000,2487.881,2346.452
346.000,2470.849,2258.939
347.000,2487.089,2346.536
347.000,2471.117,2258.792
347.000,2469.686,2259.214
348.000,2486.401,2347.168
348.000,2471.331,2258.479
348.000,2469.215,2259.759
348.000,2466.911,2260.624
349.000,2486.041,2347.139
349.000,2471.786,2257.820
349.000,2466.987,2260.799
349.000,2469.259,2259.528
349.000,2470.896,2258.755
350.000,2472.339,2257.261
350.000,2485.578,2347.453
350.000,2467.485,2260.588
350.000,2471.146,2258.449
351.000,2485.220,2346.890
351.000,2472.271,2256.917
351.000,2290.755,2268.861
352.000,2485.454,2345.501
352.000,2471.632,2256.504
352.000,2290.287,2268.240
354.000,2455.452,2286.034
355.000,2454.566,2286.751
312.000,3045.737,390.175
313.000,3044.976,391.674
264.000,2574.367,550.698
265.000,2574.326,551.744
294.000,2904.717,682.104
248.000,3069.217,1377.747
249.000,3069.027,1375.994
246.000,2599.759,2004.596
247.000,2601.276,2005.664
248.000,2602.564,2006.661
97.000,2701.952,2438.595
98.000,2702.620,2439.052
99.000,2702.534,2439.335
100.000,2702.528,2439.755
101.000,2702.693,2440.401
102.000,2702.498,2441.677
103.000,2702.287,2442.496
104.000,2702.331,2442.484
105.000,2701.484,2444.868
117.000,2699.752,2368.494
118.000,2699.421,2368.697
118.000,2699.233,2367.992
119.000,2698.875,2368.991
120.000,2698.879,2369.310
121.000,2699.073,2369.555
122.000,2698.964,2369.586
123.000,2698.448,2369.075
124.000,2697.660,2368.993
151.000,2636.659,2326.937
152.000,2636.320,2327.131
153.000,2635.736,2327.225
154.000,2635.192,2327.263
155.000,2634.349,2327.389
155.000,2578.357,2336.440
155.000,2635.292,2329.069
155.000,2578.954,2334.931
155.000,2571.984,2334.771
156.000,2633.547,2327.065
156.000,2581.591,2337.871
156.000,2580.221,2336.058
156.000,2577.952,2335.078
156.000,2588.852,2338.732
156.000,2634.199,2328.395
157.000,2632.760,2327.047
157.000,2583.260,2338.179
157.000,2579.695,2337.197
157.000,2588.073,2338.660
157.000,2576.765,2334.983
158.000,2632.019,2327.262
158.000,2580.173,2337.599
158.000,2578.354,2334.708
158.000,2583.542,2338.153
159.000,2578.607,2336.920
159.000,2631.139,2327.545
160.000,2578.436,2337.020
160.000,2630.423,2327.966
160.000,2629.004,2331.587
161.000,2578.674,2337.927
161.000,2628.425,2330.489
161.000,2627.567,2332.766
161.000,2576.201,2338.553
161.000,2629.188,2328.521
161.000,2581.322,2338.399
162.000,2626.324,2334.007
162.000,2578.628,2337.790
162.000,2582.796,2337.770
162.000,2575.709,2339.012
163.000,2625.564,2334.518
163.000,2582.254,2337.653
163.000,2579.250,2337.594
164.000,2582.880,2337.368
164.000,2625.001,2334.452
164.000,2580.077,2337.681
165.000,2582.722,2336.648
165.000,2624.472,2335.324
165.000,2625.000,2331.704
166.000,2623.400,2337.893
166.000,2583.237,2335.138
166.000,2623.891,2331.852
167.000,2623.448,2338.046
167.000,2623.509,2331.545
168.000,2623.060,2339.151
168.000,2623.558,2336.503
169.000,2622.259,2339.466
169.000,2623.268,2341.895
178.000,2657.980,2420.023
179.000,2657.851,2419.826
180.000,2658.372,2419.806
181.000,2658.259,2419.176
182.000,2658.152,2419.619
183.000,2658.349,2419.262
184.000,2658.531,2418.081
185.000,2658.464,2416.575
186.000,2659.010,2416.655
186.000,2658.052,2415.482
212.000,2781.907,2118.112
212.000,2603.815,2313.267
213.000,2781.632,2119.759
213.000,2603.799,2313.613
214.000,2782.045,2120.697
214.000,2603.613,2313.764
215.000,2782.163,2120.816
215.000,2783.211,2123.085
216.000,2781.900,2118.292
216.000,2604.111,2313.699
217.000,2782.160,2116.757
217.000,2604.174,2313.354
218.000,2783.101,2115.258
219.000,2784.510,2114.664
220.000,2786.447,2114.118
221.000,2788.515,2113.475
221.000,2773.643,2113.802
249.000,2785.923,2117.412
250.000,2786.147,2117.735
250.000,2786.805,2118.952
251.000,2786.045,2119.149
251.000,2785.786,2118.093
252.000,2786.688,2119.797
252.000,2788.190,2125.452
253.000,2786.978,2122.199
253.000,2787.660,2124.106
254.000,2787.204,2122.494
254.000,2590.362,2275.606
254.000,2591.733,2275.459
255.000,2787.604,2122.312
255.000,2590.213,2275.932
255.000,2591.486,2275.492
255.000,2787.747,2124.125
256.000,2787.459,2122.785
256.000,2589.834,2275.987
256.000,2787.603,2124.685
257.000,2787.331,2121.804
257.000,2589.089,2275.268
257.000,2589.070,2277.360
258.000,2787.703,2120.383
258.000,2588.522,2274.650
259.000,2788.582,2119.638
259.000,2587.592,2274.186
260.000,2789.223,2119.276
260.000,2587.615,2274.149
261.000,2588.070,2273.319
262.000,2588.183,2272.823
262.000,2588.252,2271.546
263.000,2587.867,2271.231
263.000,2588.221,2272.226
264.000,2586.312,2270.611
264.000,2775.982,2119.474
292.000,2708.653,2345.755
292.000,2807.254,2472.950
293.000,2709.241,2347.059
293.000,2807.806,2473.916
294.000,2808.674,2474.782
294.000,2709.297,2348.303
295.000,2808.724,2476.083
295.000,2709.057,2349.758
296.000,2809.021,2476.479
296.000,2708.867,2349.815
297.000,2709.172,2347.745
297.000,2808.447,2476.108
297.000,2708.717,2349.331
298.000,2709.085,2346.702
298.000,2807.186,2475.531
299.000,2806.517,2473.927
300.000,2806.420,2472.132
313.000,2638.137,2315.666
314.000,2638.452,2315.822
315.000,2638.474,2317.423
316.000,2638.183,2319.027
317.000,2638.137,2319.472
317.000,2638.869,2318.173
318.000,2637.940,2317.780
319.000,2638.398,2317.075
319.000,2638.555,2317.643
320.000,2639.144,2317.545
320.000,2639.338,2316.783
330.000,2597.047,2339.733
331.000,2595.774,2339.546
331.000,2592.493,2338.586
332.000,2592.703,2338.833
332.000,2590.676,2338.168
337.000,3034.541,2289.197
337.000,3033.319,2290.128
340.000,2600.516,2343.335
341.000,2600.643,2344.266
341.000,3030.240,2320.035
342.000,3030.515,2320.557
342.000,2600.234,2345.452
343.000,3030.646,2321.357
344.000,3030.150,2321.934
293.000,3309.161,641.388
163.000,3554.301,1281.087
266.000,3527.241,1112.112
292.000,3301.473,1232.592
307.000,3527.967,1044.759
308.000,3528.382,1044.191
214.000,3198.159,2203.149
214.000,3458.394,2298.593
215.000,3198.287,2203.340
215.000,3458.226,2297.296
215.000,3458.052,2298.084
215.000,3459.189,2315.577
216.000,3198.012,2203.501
216.000,3459.163,2297.308
216.000,3459.365,2315.731
217.000,3197.642,2203.532
217.000,3459.076,2298.094
218.000,3197.484,2203.629
218.000,3459.103,2298.628
219.000,3198.068,2204.146
219.000,3458.934,2299.018
220.000,3197.711,2204.679
220.000,3458.596,2299.284
221.000,3458.476,2299.152
221.000,3196.937,2205.894
222.000,3458.728,2299.026
222.000,3458.416,2297.957
223.000,3458.871,2299.031
319.000,3188.908,2137.148
320.000,3188.521,2137.863
321.000,3188.709,2137.392
322.000,3189.533,2137.352
323.000,3190.001,2137.318
324.000,3191.031,2137.879
325.000,3191.873,2138.534
326.000,3193.385,2140.344
327.000,3193.882,2142.024
372.000,3145.548,2088.309
373.000,3149.790,2088.746
374.000,3150.036,2087.998
374.000,3149.212,2087.784
375.000,3150.008,2087.961
376.000,3150.374,2088.432
376.000,3150.472,2089.420
377.000,3149.625,2089.934
378.000,3148.480,2091.591
379.000,3147.700,2091.664
380.000,3147.118,2090.579
382.000,3150.168,2096.920
34.000,3196.749,2577.616
35.000,3195.600,2579.004
35.000,3199.177,2582.701
36.000,3198.458,2583.459
36.000,3194.740,2580.868
36.000,3200.917,2586.662
36.000,3200.448,2583.738
265.000,3745.138,1354.572
266.000,3744.719,1354.415
222.000,3929.913,2169.285
342.000,4578.167,1659.441
343.000,4577.486,1659.706
344.000,4577.019,1660.258
345.000,4576.550,1661.416
323.000,4410.755,2283.136
369.000,4166.460,2066.483
370.000,4165.327,2066.508
384.000,4525.451,2785.496
97.000,4615.666,1120.278
98.000,4616.038,1119.320
